,url,title,keyword,sorter,zhihu_url,zhihu_type,zhihu_keywords,zhihu_guanzhu,zhihu_liulan,zhihu_answer
55,http://www.baidu.com/link?url=lz2DXFgrVGmS3elKZyGtvqfrabVletzXjb33haq53W6Xiwreq9GN6HDjurihT1YS9pXuTFeJtkrCeoV4ObAHaxZ0HSOWme3UJ9Qp4Z9nZmq,自己做的什么礼物适合送女生? - 知乎,自己做什么礼物送给女生,3,https://www.zhihu.com/question/410578784/answer/1407970450,回答,"礼物,生日礼物,给女友送礼物",4,130,2
56,http://www.baidu.com/link?url=KHo4uJFvHYBB-bhA9PXQxuozE6hyT1VBiRvxXCggKfMOccxCkCa-J3faHHxbGqeT,"女生礼物,送什么礼物给女生? - 知乎",自己做什么礼物送给女生,6,https://zhuanlan.zhihu.com/p/41675838,专栏,"生日礼物,礼物,女生",0,0,0
57,http://www.baidu.com/link?url=fMKMWy4OR0smcLG0q3r5EZdtQPF9DRLwxxsx19ZTCjJSRUU1jn7ItKybQDlvo5Y-FWg1_9BBZTp6lm_AhioOPq,"过年回家,有哪些适合送给孩子的礼物? - 知乎",过年送给宝宝什么礼物好,7,https://www.zhihu.com/question/28039822,问题,"礼物,母婴,孩子,母婴用品,过年送礼",821,553873,116
58,http://www.baidu.com/link?url=4_aadMimkllfEHVQNufITAPaT1-FWEFZqUZazcPc9aotxctUI_ROBJp76Q1MK_co,"过年了,给孩子「最好」的礼物是什么? - 知乎",过年送给宝宝什么礼物好,9,https://zhuanlan.zhihu.com/p/55386090,专栏,"人工智能,留守儿童,优必选科技",0,0,0
59,http://www.baidu.com/link?url=qQ1zkdpyUuLV9PBJbH1uiPOsjmoHrHKv9tm5XM4Q3qaPsQEWRoBtbNOD1xljTaOcO9cqJBH4fwZs0DmKJ66_BXE_R7w7p-mC7kVYW_NjHK-HLu0EWWL3clM6JcIiAtJa,有什么合适的送给男孩子的18岁成人礼物吗? - 知乎,送给18岁男生成年礼物应该选什么,3,https://www.zhihu.com/question/342827437/answer/803591742?utm_source=qq,回答,"礼物,生日礼物,18 岁,成人礼",48,106226,8
60,http://www.baidu.com/link?url=BY-BiTYYUhhqsPH3Dv_QiRb0fg8_DEKJ3xv6fdCcHW1S9tvAp08SidGPrkNlbpopFw_I1teuyvcyvkTZKBorCq,"想给分手的女朋友送礼物,送什么比较合适? - 知乎",送给分手的女友礼物合适,11,https://www.zhihu.com/question/40226471,问题,"分手,生日礼物",1,627,0
61,http://www.baidu.com/link?url=_xbLTcPqlNda1v_tREiOdrkVZ34lJGJ9ddZT0dNjSPwEGGByfIhh30ed4W1ZkI9s0fkvaO11ym_J8tPU8quCDURi_WfA5KjBdiY8ZaH6Tz3,给台湾朋友送什么礼物比较好? - 知乎,送给台湾小朋友什么礼物合适,5,https://www.zhihu.com/question/286937698/answer/1283406269,回答,"台湾,礼物,女生,台湾人",13,6080,8
62,http://www.baidu.com/link?url=_XsHJmdyEEPxMXFlaVOSXrZA3mVFtM77YmSw6RYIFvRW6nnt9qOcf1XhaUFut6pp,有哪些「高颜值又实用」的礼物适合送给女生? - 知乎,送给女生哪些精致实用的礼物,1,https://zhuanlan.zhihu.com/p/130351073,专栏,"创意礼物,礼物,生日礼物",0,0,0
63,http://www.baidu.com/link?url=sRiuYnE-051s-UaETrdvolVintSMQAEO6YjtMLNM-xjuYMdpwkQRyVt5BMz87mqgwHwj6_UsyYu132cilep65K,送给女生有哪些既精致又实用还可爱的礼物? - 知乎,送给女生哪些精致实用的礼物,3,https://www.zhihu.com/question/267620227,问题,礼物,9,8103,5
64,http://www.baidu.com/link?url=92QHH7kfrAud8YScmlcB_ZfA5ss61xeT2BSn9ULoMwxNHW0sU-1jV3Pn4NhmbGKfPfWjQO9Su5MUgAeA7UrhxK,性格内向的女生送什么礼物比较好? - 知乎,送给比较内向的女生什么礼物好,3,https://www.zhihu.com/question/284286202,问题,"礼物,性格",15,2315,13
65,http://www.baidu.com/link?url=JFwvFOQ6ksrxmYfvmQYt7nRVapI2qailGu2cjpSDQLOhIoEVddwXiZnVr3snEf4KgoomzVyFn-0XGwk6UTJMw_,适合送给爸爸的礼物有哪些? - 知乎,送给爸爸什么希望他什么礼物,4,https://www.zhihu.com/question/51233920,问题,"礼物,父亲,值得买,买买买",45,187389,11
66,http://www.baidu.com/link?url=PLQKGIPKyzBoAAFAdQOS_yuVknflWQzODjTLjKc9aEXFdH8DJ1SSP85yhU842RyaM4DWKKJZ_-aYCXfiUe7bWuq3qoHzhZ_YdfFphTCif6a,送给爸爸什么礼物比较好? - 知乎,送给爸爸什么希望他什么礼物,6,https://www.zhihu.com/question/423136281/answer/1496632574,回答,"礼物,送礼,生日礼物",8,1009,8
67,http://www.baidu.com/link?url=5BoJXRSNnLwDgJkMLN-pOkSZ5-G6LvXeV4z-VwllbCaAMJIuDy5oSwDGENWDPp_C0ENV85WTO7xbEKbiRWHmzQ2uzo1-_1b4FaR9KZYzG_O,送男生什么礼物比较好呢? - 知乎,送给男人什么礼物最好,4,https://www.zhihu.com/question/34588845/answer/221124114,回答,"生活,礼物,男朋友,给男友送礼物,品质生活",1074,4441297,136
68,http://www.baidu.com/link?url=5mehK0f8KBpjVeuycLO6I3IjNUocgVqlmcLbM8X3aLOJ9-fWId_OoLsezlv9r6gjqw0P8AI3c9u5eXdMvxpALa,送给男性朋友什么礼物比较好呢? - 知乎,送给男人什么礼物最好,8,https://www.zhihu.com/question/404143560,问题,"礼物,送礼,宅男,生日礼物,给女友送礼物",2,34,1
69,http://www.baidu.com/link?url=tsjgmdDm6357eoLNUpMaTYEcCLY_OrhvaDFOMUehxs4eqvgwM6igLi1twGmLGaQAUi6oYeO9b-DYSZcWnmKZea,送男生什么礼物比较好呢? - 知乎,送给男生什么礼物知乎,1,https://www.zhihu.com/question/34588845,问题,"生活,礼物,男朋友,给男友送礼物,品质生活",1074,4441297,136
70,http://www.baidu.com/link?url=HByxnoWLXFUkKrBBcgkiuwqYFwqHHSIIzq4tMz9DNZaC_R3Y9Unwp1_t3jTncJdEn66Y_UMvkVSkPNvxJ1xUgCqf-3l-T4VNw-gNb052Av3,送男生什么礼物好?求建议!? - 知乎,送给男生什么礼物知乎,2,https://www.zhihu.com/question/61118510/answer/1592003832,回答,"礼物,小男生礼物",24,12220,8
71,http://www.baidu.com/link?url=9cZfIgK1pXvfomNsTMIE4z_ZOlMWB_4Rn2nQCqaZNugkgmmJC0TOg0L8PaNlyauEOHuEhmdMZvpxnLrdmEvnL6yEj8g1k4Y0MALLGaQ5CTK,送男生什么礼物比较好。。。? - 知乎,送给男生什么礼物知乎,3,https://www.zhihu.com/question/289807876/answer/1586692131,回答,"礼物,朋友,生日,男生",10,3681,11
72,http://www.baidu.com/link?url=gm_54IVi3zmSPgvR_JNIZ45ysOfNUgUrrwQC97VFG1sQw1mIk7zf1Z-1NhABPPJ7pMmvpEiKQHhTaIrgFm8JyC7IiRmlGI7WpIWjvEznqGi,送男生什么礼物? - 知乎,送给男生什么礼物知乎,5,https://www.zhihu.com/question/320130096/answer/1587226086,回答,"礼物,生日礼物,男生,暧昧,表白被拒",10,520,7
73,http://www.baidu.com/link?url=UifBpd_VpQwEMN6mciH_Wfj7SBtpnOJp5lpoojhO-PsZrO8KDInzH6nSD3kTaA8vY0wmQXUTrdsJTLXrJHAv27EYQklcaVZp4fIko81F467,送男生礼物该选什么? - 知乎,送给男生什么礼物知乎,6,https://www.zhihu.com/question/401324576/answer/1584761112,回答,"礼物,暗恋",3,73,2
74,http://www.baidu.com/link?url=zttSEdGLIpviSrFHBhPmM-mG1S9_nKpRWti3L0dU0A50cs5AMZU6ED3oZysI98ttOfHoRMn-OAxlKnUG336uFoy_4lF6HFkteroCorXOXLG,送男生礼物送什么好? - 知乎,送给男生什么礼物知乎,7,https://www.zhihu.com/question/297147434/answer/1589854634,回答,生日礼物,13,9437,9
75,http://www.baidu.com/link?url=r09jBaspBBMjpqjEyunXzlq-kYufVfjQDkp60A5R1ra8X872JQ0vh3UcD9mozok4PY7NpFDAFJnoAsSx-EQPnRome6rKAyQY1rd-sc9j9sK,男生送男生什么礼物好? - 知乎,送给男生什么礼物知乎,8,https://www.zhihu.com/question/273828858/answer/1585310061,回答,礼物,10,29228,5
76,http://www.baidu.com/link?url=MbB7lf9pMF1nl98PiUuMD-yeI33E7eeoJ5uN89ddZ9NJTr6sF2983JOMyNrepztSKQnduwHYsTqsdZVzf4XHN_,送男性朋友什么礼物比较好? - 知乎,送给男生什么礼物知乎,9,https://www.zhihu.com/question/298938688,问题,礼物,14,7897,8
77,http://www.baidu.com/link?url=z4FIACKLrFJHSJXqLSHsT2OknpkPcXnZzoP-Moz1dImprasG5Ah-dnvCZcj1UREZNhDAeExdUNrv82SzJf_tcK,有什么礼物适合送给男生? - 知乎,送给男生什么礼物知乎,10,https://www.zhihu.com/question/315988302,问题,"礼物,生日礼物,男生",36,4167,36
78,http://www.baidu.com/link?url=zk-Te8Ctv-PjpimzIDnm3sWvsMmkpZS7KVUOoOgEjrN-ITO49TYEw9MUw32v8Y4tE-lFyTLHToMj67tQX4S942S0MDtoibUatnUwmTCQZhK,"想送男生礼物送什么比较好,实用一点的? - 知乎",送给男生什么礼物知乎,11,https://www.zhihu.com/question/289086601/answer/1587283551,回答,给男友送礼物,10,3510,6
79,http://www.baidu.com/link?url=wkJvCQW7HljwvJULpKYOOUh4gu6jS1sAV4D_sNN5_zHyBXGrIZ7HIDVVnKz9U6Z59KNgUz1wR_qjbW1Jzzhxr_,送男生什么礼物比较好呢? - 知乎,送给男生的礼物最好是什么歌,5,https://www.zhihu.com/question/34588845,问题,"生活,礼物,男朋友,给男友送礼物,品质生活",1074,4441297,136
80,http://www.baidu.com/link?url=nT1l_pkGRWW_wZbawswqaaVCdevTe2coXamJi0huRp1CBeGDg8QqJIoZsD4VCjNNisFqtN1Z2DPpiAokEG2y4a,给结婚对象(男性)送什么生日礼物好? - 知乎,送给结婚的男人什么礼物,8,https://www.zhihu.com/question/266885422,问题,"生日礼物,给男友送礼物",0,42,0
81,http://www.baidu.com/link?url=WpwS2Y1RZJix4QIe0AXgwefklAMPXoYgczvMutWv-4gNIy8JjIAeAD838ilUiRCHxG-oW-eeH8OKovDTfPPWYHApDcW_5xbQmW7Vd9XaZUW,1000块钱可以给中老年领导买什么礼物? - 知乎,送给老人上司什么纪念礼物最好,8,https://www.zhihu.com/question/309115062/answer/1231554928,回答,"礼物,领导",15,2909,12
82,http://www.baidu.com/link?url=KkXMCYRz9aDwzDjkc6A4XvLEa2M0SboH2AxrQD6CO8WfZMK2XfGVPGfYLjRp39RxiyrV01uehtFhu6wy2UWWj_,送男生(高中生)生日礼物送什么? - 知乎,送给高中生男生生日礼物应该送什么礼物好,6,https://www.zhihu.com/question/269933469,问题,"生日礼物,男生",36,8200,31
83,http://www.baidu.com/link?url=-ugn_IR-EHTCDTYTSUHKCt7AEiyil0dGgciA7kgMCLBoD85dW9eNcEbS90pSm82Uaor2xRq-FBe_kQCEuMI7BBBMenFDqy36sKT0XOSHos7,有什么材料简单适合手工制作的送给闺蜜的礼物? - 知乎,适合送给闺蜜的实用的手工礼物,5,https://www.zhihu.com/question/376620348/answer/1056611121,回答,"礼物,创意礼物,手工制作",4,1981,3
84,http://www.baidu.com/link?url=1ZP961yJlDQmQD0mshdeOkYdxWHPane_KcIWGBhQq8GhihnQiKbwoT2Nr-WwU9JPOIuDhMO_QU26OgvzLcnfja,送闺蜜什么手工礼物好呢? - 知乎,适合送给闺蜜的实用的手工礼物,10,https://www.zhihu.com/question/356352042,问题,"礼物,手工,创意礼物",12,9167,11
85,http://www.baidu.com/link?url=lvXn61l3ahR7EtpIk7Gt4_xWKKCd3s1ad1q8Q8vOtyDHnumG3AhtO2nr8d3RzgYqilwyMkDXk3aA2iWEGjdK1_,"七夕节要到了,送老公什么礼物呢? - 知乎",七夕节应该送给老公什么礼物,7,https://www.zhihu.com/question/413702839,问题,"礼物,情人节（Valentine's Day）,七夕",3,883,2
86,http://www.baidu.com/link?url=kWqTVDsqewVZ01x3FKycIYXxL2zG-1puJZUzl59hmaLHOWUh6XF8iAxPIs42S_JxKUVjp51OYhI73lSE1Lzvsq,七夕节送什么礼物给自己的男朋友或老公? - 知乎,七夕节应该送给老公什么礼物,8,https://www.zhihu.com/question/338352368,问题,"礼物,七夕,情人节礼物",3,189,0
87,http://www.baidu.com/link?url=SE_SZ9cuJt5PZS7HHAMdc9Ryi6yUztME0NOxTRXuesrV-meXisEtCXmFTgvV6d2p,七夕情人节送老公什么礼物好?送花怎么样? - 知乎,七夕节应该送给老公什么礼物,10,https://zhuanlan.zhihu.com/p/100766531,专栏,"情人节（Valentine's Day）,七夕,礼物",0,0,0
88,http://www.baidu.com/link?url=Px1LqxrC4S5W9GQRw9vxsohdBBRvp4VV7D5_MvX1GuQ-ULieX1UtDBz-LZQJcWC2AfzjH_SpsIEIT26_OXRHsRHYJR4lGKpLlvuBbz65oqa,送闺蜜什么手工礼物好呢? - 知乎,二年级送给闺蜜最好的手工礼物,9,https://www.zhihu.com/question/356352042/answer/923725531,回答,"礼物,手工,创意礼物",12,9167,11
89,http://www.baidu.com/link?url=0gsfnIN5pbxafZiXzcBNlF21pwslzmYRBmRkACUpJOkq9Lb-CHTEqYlLBr5W4Y0D6SNSYi1hm8xjHoG7EvDZDq,给长辈送什么礼物好? - 知乎,什么礼物送给长辈比较好,7,https://www.zhihu.com/question/342783107,问题,"礼物,送礼",3,804,1
90,http://www.baidu.com/link?url=H0mhSb17FqfZMmfVN4mTCI3OQTQuvH_RQOfIXK4fvPQpXYGgJInvRVIcZz9o2Uj6,准备什么礼物送长辈才合适? - 知乎,什么礼物送给长辈比较好,9,https://zhuanlan.zhihu.com/p/79860579,专栏,"智能马桶盖,长辈,创意礼物",0,0,0
91,http://www.baidu.com/link?url=LyD_ghTnCwUfrTq1SevSHi3Zqa8UDh_Ig7NGKw08ytqMZ9lgnDnQ1cFKl0Tph2rXTjNReyLRlbzSbsgUKek_2faHtyMyNh58Q8hgVXsTqa7,圣诞节送什么礼物给女朋友? - 知乎,圣诞节送给女友礼物是什么,7,https://www.zhihu.com/question/361215733/answer/947292078,回答,"礼物,给女友送礼物,圣诞节,圣诞礼物,导购类问题",40,46949,25
92,http://www.baidu.com/link?url=GZvV41tJ8OiqDutVBB7jdOQrb-SH3EhkYFmvK4KqWWlJDozYYI9HWj2PBcGuGg0bgWOpe3_Sei0VghArUbcZ9a,圣诞节给孩子买什么礼物比较好? - 知乎,圣诞节送给小学生什么礼物,5,https://www.zhihu.com/question/355698210,问题,"儿童心理,圣诞节,圣诞礼物,父母与孩子,儿童成长",10,8908,7
93,http://www.baidu.com/link?url=yPC7H7985Al3n4Tyy2hPR2AUE_YYby-oFGcX7B3devpt9dBbBbFgAWD2OwxTfMGRUPrqTBVA4VCj1FYybACTM_,过年送爷爷奶奶(80岁左右)什么礼物比较实用? - 知乎,生日时送给爷爷什么简单的礼物,10,https://www.zhihu.com/question/22490549,问题,"礼物,送礼,生日礼物,爷爷奶奶",388,1150129,33
94,http://www.baidu.com/link?url=Jf4YFXE0ACNx6kcJjTQMQsAFVpn_SoSqo0lazwY6ZkYtbuBfFmxRtcjVkl6Hw33fAV6oyT4eRKCHoLER6j4Gfa,纪念日送男朋友什么礼物比较好呢? - 知乎,纪念日送给男友什么礼物好,3,https://www.zhihu.com/question/418963618,问题,生日礼物,4,122,2
95,http://www.baidu.com/link?url=sQ2CVXMiHM4WZ-q5B-vabYkvUyrigm2pRKbrECUcUmHDqwUe9oBcJZ0zPXVkWpL1,恋爱纪念日送男友礼物你会选什么? - 知乎,纪念日送给男友什么礼物好,11,https://zhuanlan.zhihu.com/p/51541081,专栏,"男朋友,礼物,纪念日",0,0,0
96,http://www.baidu.com/link?url=--84LI94y2jjzKvmFiw5yyK7LeUCe74g0TxX9Pd_BQQluJ143Y2X9bP76ZlARFEDIVfL6nFfbgYVVJE3MTFhdT98Gf5SrvovYYVmCqSJKGq,自己做的什么礼物适合送女生? - 知乎,自己制作送给女生的礼物,4,https://www.zhihu.com/question/410578784/answer/1407970450,回答,"礼物,生日礼物,给女友送礼物",4,130,2
97,http://www.baidu.com/link?url=fydsViFkN4fls4F4oNTMTj3XQPsCqR73OVKa9JwfGHDKOtsM7Rfy_xuFMOKW-wKLpGoMbYEIUBX3UjdHEscOFAdm_CHpSqVvGvTTjCwfOS3,有什么适合送女生的自己做的手工礼物? - 知乎,自己制作送给女生的礼物,6,https://www.zhihu.com/question/299356269/answer/541798630,回答,"礼物,女生,生日礼物",5,872,5
98,http://www.baidu.com/link?url=xo9WooQJFm-mjlkOg12aIQ-WNfx8GOB9ti5SkOyYyX8q70pEXAllxJ7y57U48RqHemPWAoOOiOXmQUHjihCJJa,给女生送礼物送什么比较好? - 知乎,送给同学女生最好的礼物十几元的,7,https://www.zhihu.com/question/26693586,问题,"情感,给女友送礼物,恋人相处",208,465553,50
99,http://www.baidu.com/link?url=6y2FFethpkQq6uUKE2O4LCOBvaC1Q3jD0rMsMuGdeaW-MdGN1wa_QGIjNMHSnTo_fYMOFP_T-RvZLEWa3fN75Usyqi8LbqBeOlRfOAU0obe,送给17岁女生最好的礼物是什么? - 知乎,送给同学女生最好的礼物十几元的,8,https://www.zhihu.com/question/423814846/answer/1503328127,回答,"礼物,生日礼物,给女友送礼物",4,47,2
100,http://www.baidu.com/link?url=1stZXMkgbKMuQP3ZOHGW6k4yKMmwGun7jaQXsnMoJ6kbBK1NKiOIkzkVf7KY0jVawiOtcET8oIo5YRSGXe34lq,送什么见面礼给男朋友的姐姐比较好? - 知乎,送给姐姐的礼物应该送什么见面礼,5,https://www.zhihu.com/question/50349509?sort=created,问题,"礼物,礼仪,社交礼仪,亲戚,外交礼仪",5,2572,1
101,http://www.baidu.com/link?url=1Vp9FWbB5ngzkMLL_lOYcBT5V3VBn8k866BNWqZ_G66jwuwYYLO0hGDuKlviSeSldBpfFGUICEkF_5LOTtZcQK,学生党送人有哪些实用的礼物? - 知乎,送给学生的礼物应该送什么,10,https://www.zhihu.com/question/314076042,问题,"生活,调查类问题,礼物,实用,学生",19274,6910333,521
102,http://www.baidu.com/link?url=bIkdUjyUqocd7HytVQ12Q3GbQJO9qygiEYe-cs11S-zMappmBRK0e9XFdn_ih2pvrC5Kof13XFxn93CwVNU3JjuWGv_LxY6Iw_NyoOG1w1m,孩子送给你的最有意义的礼物是什么? - 知乎,送给孩子一个有意义的礼物,6,https://www.zhihu.com/question/339666805/answer/783474483,回答,"育儿,礼物,孩子,母亲,亲子关系",4,345,4
103,http://www.baidu.com/link?url=23GVHgXCvasGC0UBHe7UAWjZfBw6bGOQdl0NnUo0eAXn2vTmDwPGF-BXgwArSBbA,送孩子最有意义的礼物 - 知乎,送给孩子一个有意义的礼物,11,https://zhuanlan.zhihu.com/p/262517298,专栏,"礼物,收纳,保险箱",0,0,0
104,http://www.baidu.com/link?url=DwPyYaQuPsFfp4y5CMD33oJ3BiUiU1_LI8BQrdXXmUTpPrgOWfIfm8JL9KIliKaChStY1XvKLA--SRodWfX5QK,如何给日本人送礼物? - 知乎,送给日本人礼物应该怎么说,6,https://www.zhihu.com/question/342200779,问题,"日本文化,送礼,日本人",2,96,0
105,http://www.baidu.com/link?url=7YCp_c-kg1TPT9wdE1fhfhAuaU_sQ6jDyDK4rrnjWqWYLwnH8pWUZ13vqKAHhpg5,日语的基础学习-日本生活中接受礼物时如何表达 - 知乎,送给日本人礼物应该怎么说,11,https://zhuanlan.zhihu.com/p/62499526,专栏,"日语,日语学习,日语入门",0,0,0
106,http://www.baidu.com/link?url=kew0xUWSm0QBtBSsKAD_3I3XJHC9ph-EloglJ_oI0bYDvzcbQaB6FxCyioBbGLzd3iw5p0QRLYoEPkNVstmGuwWHo-J_cYGWxARD9vXNZSa,有什么适合送给(亲)姐姐的礼物? - 知乎,送给比较尊敬姐姐的礼物怎样选,5,https://www.zhihu.com/question/361718317/answer/942131008,回答,"礼物,生日礼物",8,11567,3
107,http://www.baidu.com/link?url=LzpmC6uppDxmdk_CEz5_0_M4bpvAk8GHD_tXD9So1LHSDd9rN0v7mQKl-o5zvpl-eTskKTOcKLHOxYKkUDiy9q,有哪些适合送给老人的实用性礼物? - 知乎,送给老人生日的实用礼物,2,https://www.zhihu.com/question/20910935,问题,"生活,礼物,老年人",1162,1754968,91
108,http://www.baidu.com/link?url=zhksTgX97dYEC3TX8NQUtcEmZbvNPA0WlLiuhq9GmrCVmrDGQLUa5gIJZVOSYgLff7NE6U0rv7xihOXKgqoaBa,送什么礼物给老人他们真的会很开心? - 知乎,送给老人纪念意义的礼物,9,https://www.zhihu.com/question/28183998,问题,"礼物,生活常识,导购类问题",2256,3108226,149
109,http://www.baidu.com/link?url=vk3g-kzLUNwHVTYc7UT-wt-5GbjyrZ5H0cqEa_D-6tWYhDzc3we5tNKhe7PdkysDx5SdlddyXBqdk_IotTvuOK,"过年回家,有哪些适合送给孩子的礼物? - 知乎",适合送给孩子们的手工礼物,11,https://www.zhihu.com/question/28039822,问题,"礼物,母婴,孩子,母婴用品,过年送礼",821,553873,116
